level,key,name,txnType,year,month,ym,count,unitPriceNominal,unitPriceReal2021
city,b,Taichung City,sale,2015,12,2015-12,2965,53013,56069
city,b,Taichung City,sale,2016,1,2016-01,1704,53315,55618
city,b,Taichung City,sale,2016,2,2016-02,1183,55323,57712
city,b,Taichung City,sale,2016,3,2016-03,2396,54624,56983
city,b,Taichung City,sale,2016,4,2016-04,2598,56009,58428
city,b,Taichung City,sale,2016,5,2016-05,2587,54450,56802
city,b,Taichung City,sale,2016,6,2016-06,2475,54087,56423
city,b,Taichung City,sale,2016,7,2016-07,2501,51510,53735
city,b,Taichung City,sale,2016,8,2016-08,2185,52745,55023
city,b,Taichung City,sale,2016,9,2016-09,2552,52529,54798
city,b,Taichung City,sale,2016,10,2016-10,2437,51998,54244
city,b,Taichung City,sale,2016,11,2016-11,2327,52487,54754
city,b,Taichung City,sale,2016,12,2016-12,2825,52350,54611
city,b,Taichung City,sale,2017,1,2017-01,2413,47667,49421
city,b,Taichung City,sale,2017,2,2017-02,1977,55974,58034
city,b,Taichung City,sale,2017,3,2017-03,2914,54532,56539
city,b,Taichung City,sale,2017,4,2017-04,3083,55048,57074
city,b,Taichung City,sale,2017,5,2017-05,3425,58102,60241
city,b,Taichung City,sale,2017,6,2017-06,2975,56198,58266
city,b,Taichung City,sale,2017,7,2017-07,2984,56673,58759
city,b,Taichung City,sale,2017,8,2017-08,3162,57304,59413
city,b,Taichung City,sale,2017,9,2017-09,2719,58809,60974
city,b,Taichung City,sale,2017,10,2017-10,3359,57223,59329
city,b,Taichung City,sale,2017,11,2017-11,3427,57002,59100
city,b,Taichung City,sale,2017,12,2017-12,3541,56860,58953
city,b,Taichung City,sale,2018,1,2018-01,3279,58290,59632
city,b,Taichung City,sale,2018,2,2018-02,1890,58702,60053
city,b,Taichung City,sale,2018,3,2018-03,3523,58241,59582
city,b,Taichung City,sale,2018,4,2018-04,3531,57321,58640
city,b,Taichung City,sale,2018,5,2018-05,3510,56636,57940
city,b,Taichung City,sale,2018,6,2018-06,3289,57690,59018
city,b,Taichung City,sale,2018,7,2018-07,3395,58932,60288
city,b,Taichung City,sale,2018,8,2018-08,3059,60292,61680
city,b,Taichung City,sale,2018,9,2018-09,3339,58855,60210
city,b,Taichung City,sale,2018,10,2018-10,3425,63976,65449
city,b,Taichung City,sale,2018,11,2018-11,3308,57222,58539
city,b,Taichung City,sale,2018,12,2018-12,3564,60974,62377
city,b,Taichung City,sale,2019,1,2019-01,3553,60657,61706
city,b,Taichung City,sale,2019,2,2019-02,2326,60647,61696
city,b,Taichung City,sale,2019,3,2019-03,4339,59264,60289
city,b,Taichung City,sale,2019,4,2019-04,4298,61391,62453
city,b,Taichung City,sale,2019,5,2019-05,4311,62918,64006
city,b,Taichung City,sale,2019,6,2019-06,4383,65321,66451
city,b,Taichung City,sale,2019,7,2019-07,4518,64783,65903
city,b,Taichung City,sale,2019,8,2019-08,3837,65114,66240
city,b,Taichung City,sale,2019,9,2019-09,4536,66415,67564
city,b,Taichung City,sale,2019,10,2019-10,4695,63798,64901
city,b,Taichung City,sale,2019,11,2019-11,4860,63233,64327
city,b,Taichung City,sale,2019,12,2019-12,4854,65135,66261
city,b,Taichung City,sale,2020,1,2020-01,2994,65053,66333
city,b,Taichung City,sale,2020,2,2020-02,3894,65429,66717
city,b,Taichung City,sale,2020,3,2020-03,4537,64724,65998
city,b,Taichung City,sale,2020,4,2020-04,3525,64321,65587
city,b,Taichung City,sale,2020,5,2020-05,4466,64902,66179
city,b,Taichung City,sale,2020,6,2020-06,4932,66193,67496
city,b,Taichung City,sale,2020,7,2020-07,5867,72387,73812
city,b,Taichung City,sale,2020,8,2020-08,5627,71743,73155
city,b,Taichung City,sale,2020,9,2020-09,5548,70532,71920
city,b,Taichung City,sale,2020,10,2020-10,5836,73046,74484
city,b,Taichung City,sale,2020,11,2020-11,5681,72140,73560
city,b,Taichung City,sale,2020,12,2020-12,5384,75144,76623
city,b,Taichung City,sale,2021,1,2021-01,5116,79440,79440
city,b,Taichung City,sale,2021,2,2021-02,3565,71997,71997
city,b,Taichung City,sale,2021,3,2021-03,5399,72333,72333
city,b,Taichung City,sale,2021,4,2021-04,5229,69808,69808
city,b,Taichung City,sale,2021,5,2021-05,3850,71434,71434
city,b,Taichung City,sale,2021,6,2021-06,2668,72877,72877
city,b,Taichung City,sale,2021,7,2021-07,4057,78253,78253
city,b,Taichung City,sale,2021,8,2021-08,4458,75624,75624
city,b,Taichung City,sale,2021,9,2021-09,5892,77189,77189
city,b,Taichung City,sale,2021,10,2021-10,5977,77733,77733
city,b,Taichung City,sale,2021,11,2021-11,5598,77912,77912
city,b,Taichung City,sale,2021,12,2021-12,4882,79317,79317
city,b,Taichung City,sale,2022,1,2022-01,3751,82692,80322
city,b,Taichung City,sale,2022,2,2022-02,2884,82492,80128
city,b,Taichung City,sale,2022,3,2022-03,4750,83446,81055
city,b,Taichung City,sale,2022,4,2022-04,3731,83259,80873
city,b,Taichung City,sale,2022,5,2022-05,3481,84011,81604
city,b,Taichung City,sale,2022,6,2022-06,2761,81475,79140
city,b,Taichung City,sale,2022,7,2022-07,2763,82439,80077
city,b,Taichung City,sale,2022,8,2022-08,2488,82002,79652
city,b,Taichung City,sale,2022,9,2022-09,2707,85466,83017
city,b,Taichung City,sale,2022,10,2022-10,2699,83279,80893
city,b,Taichung City,sale,2022,11,2022-11,2495,82529,80164
city,b,Taichung City,sale,2022,12,2022-12,2681,80938,78619
city,b,Taichung City,sale,2023,1,2023-01,1636,83304,78939
city,b,Taichung City,sale,2023,2,2023-02,2377,80386,76174
city,b,Taichung City,sale,2023,3,2023-03,3266,83890,79494
city,b,Taichung City,sale,2023,4,2023-04,3115,83915,79518
city,b,Taichung City,sale,2023,5,2023-05,3144,85444,80967
city,b,Taichung City,sale,2023,6,2023-06,3339,88192,83571
city,b,Taichung City,sale,2023,7,2023-07,2879,85193,80729
city,b,Taichung City,sale,2023,8,2023-08,2818,85906,81404
city,b,Taichung City,sale,2023,9,2023-09,2790,86124,81611
city,b,Taichung City,sale,2023,10,2023-10,3167,90779,86022
city,b,Taichung City,sale,2023,11,2023-11,3473,92110,87283
city,b,Taichung City,sale,2023,12,2023-12,3604,90774,86017
city,b,Taichung City,sale,2024,1,2024-01,3298,92162,85454
city,b,Taichung City,sale,2024,2,2024-02,2560,93334,86541
city,b,Taichung City,sale,2024,3,2024-03,4327,93023,86252
city,b,Taichung City,sale,2024,4,2024-04,3971,95705,88739
city,b,Taichung City,sale,2024,5,2024-05,3877,96071,89078
city,b,Taichung City,sale,2024,6,2024-06,3815,98764,91575
city,b,Taichung City,sale,2024,7,2024-07,3454,99377,92144
city,b,Taichung City,sale,2024,8,2024-08,2495,95822,88847
city,b,Taichung City,sale,2024,9,2024-09,1883,94439,87565
city,b,Taichung City,sale,2024,10,2024-10,1581,90364,83787
city,b,Taichung City,sale,2024,11,2024-11,1567,89633,83109
city,b,Taichung City,sale,2024,12,2024-12,1712,89619,83096
city,b,Taichung City,sale,2025,1,2025-01,1321,91930,83558
city,b,Taichung City,sale,2025,2,2025-02,1437,89514,81362
city,b,Taichung City,sale,2025,3,2025-03,1988,89458,81311
city,b,Taichung City,sale,2025,4,2025-04,1501,86769,78867
city,b,Taichung City,sale,2025,5,2025-05,1496,89388,81247
city,b,Taichung City,sale,2025,6,2025-06,1440,87632,79651
city,b,Taichung City,sale,2025,7,2025-07,1246,87610,79631
city,b,Taichung City,sale,2025,8,2025-08,1247,87785,79790
city,b,Taichung City,sale,2025,9,2025-09,1271,88341,80295
city,b,Taichung City,sale,2025,10,2025-10,1346,87970,79958
city,b,Taichung City,sale,2025,11,2025-11,1461,88624,80553
city,b,Taichung City,sale,2025,12,2025-12,1559,87611,79632
city,b,Taichung City,sale,2026,1,2026-01,1456,87470,78168
city,b,Taichung City,sale,2026,2,2026-02,841,88939,79481
city,b,Taichung City,sale,2026,3,2026-03,1408,86878,77639
city,b,Taichung City,sale,2026,4,2026-04,809,82949,74128
city,c,Keelung City,sale,2012,1,2012-01,4,48129,51763
city,c,Keelung City,sale,2012,2,2012-02,10,49292,53014
city,c,Keelung City,sale,2012,3,2012-03,20,47710,51312
city,c,Keelung City,sale,2012,4,2012-04,29,46307,49803
city,c,Keelung City,sale,2012,5,2012-05,39,46887,50427
city,c,Keelung City,sale,2012,6,2012-06,48,46160,49645
city,c,Keelung City,sale,2012,7,2012-07,228,28745,30915
city,c,Keelung City,sale,2012,8,2012-08,392,31651,34041
city,c,Keelung City,sale,2012,9,2012-09,373,30885,33217
city,c,Keelung City,sale,2012,10,2012-10,448,30542,32848
city,c,Keelung City,sale,2012,11,2012-11,396,29554,31785
city,c,Keelung City,sale,2012,12,2012-12,368,27660,29748
city,c,Keelung City,sale,2013,1,2013-01,345,28241,30133
city,c,Keelung City,sale,2013,2,2013-02,210,28681,30603
city,c,Keelung City,sale,2013,3,2013-03,455,29734,31726
city,c,Keelung City,sale,2013,4,2013-04,527,29304,31268
city,c,Keelung City,sale,2013,5,2013-05,586,30474,32516
city,c,Keelung City,sale,2013,6,2013-06,553,31048,33128
city,c,Keelung City,sale,2013,7,2013-07,564,31038,33118
city,c,Keelung City,sale,2013,8,2013-08,593,34090,36374
city,c,Keelung City,sale,2013,9,2013-09,673,40549,43266
city,c,Keelung City,sale,2013,10,2013-10,836,36907,39380
city,c,Keelung City,sale,2013,11,2013-11,565,36085,38503
city,c,Keelung City,sale,2013,12,2013-12,570,34621,36941
city,c,Keelung City,sale,2014,1,2014-01,324,33578,35405
city,c,Keelung City,sale,2014,2,2014-02,300,32864,34652
city,c,Keelung City,sale,2014,3,2014-03,492,33824,35664
city,c,Keelung City,sale,2014,4,2014-04,580,36740,38739
city,c,Keelung City,sale,2014,5,2014-05,439,34889,36787
city,c,Keelung City,sale,2014,6,2014-06,430,35234,37151
city,c,Keelung City,sale,2014,7,2014-07,466,35957,37913
city,c,Keelung City,sale,2014,8,2014-08,387,37016,39030
city,c,Keelung City,sale,2014,9,2014-09,437,35386,37311
city,c,Keelung City,sale,2014,10,2014-10,437,34967,36869
city,c,Keelung City,sale,2014,11,2014-11,405,37276,39304
city,c,Keelung City,sale,2014,12,2014-12,429,33229,35037
city,c,Keelung City,sale,2015,1,2015-01,310,37007,39140
city,c,Keelung City,sale,2015,2,2015-02,205,37334,39486
city,c,Keelung City,sale,2015,3,2015-03,324,37026,39160
city,c,Keelung City,sale,2015,4,2015-04,358,36988,39120
city,c,Keelung City,sale,2015,5,2015-05,439,39113,41368
city,c,Keelung City,sale,2015,6,2015-06,353,36550,38657
city,c,Keelung City,sale,2015,7,2015-07,385,36965,39096
city,c,Keelung City,sale,2015,8,2015-08,297,37447,39605
city,c,Keelung City,sale,2015,9,2015-09,320,37094,39232
city,c,Keelung City,sale,2015,10,2015-10,351,38527,40748
city,c,Keelung City,sale,2015,11,2015-11,443,46314,48984
city,c,Keelung City,sale,2015,12,2015-12,572,42330,44770
city,c,Keelung City,sale,2016,1,2016-01,293,45921,47904
city,c,Keelung City,sale,2016,2,2016-02,197,46852,48875
city,c,Keelung City,sale,2016,3,2016-03,737,54767,57132
city,c,Keelung City,sale,2016,4,2016-04,708,53873,56200
city,c,Keelung City,sale,2016,5,2016-05,829,55690,58095
city,c,Keelung City,sale,2016,6,2016-06,591,52782,55062
city,c,Keelung City,sale,2016,7,2016-07,414,41583,43379
city,c,Keelung City,sale,2016,8,2016-08,342,42225,44049
city,c,Keelung City,sale,2016,9,2016-09,435,44053,45956
city,c,Keelung City,sale,2016,10,2016-10,473,41628,43426
city,c,Keelung City,sale,2016,11,2016-11,469,45629,47600
city,c,Keelung City,sale,2016,12,2016-12,527,47080,49113
city,c,Keelung City,sale,2017,1,2017-01,246,44020,45640
city,c,Keelung City,sale,2017,2,2017-02,291,41314,42835
city,c,Keelung City,sale,2017,3,2017-03,412,40450,41939
city,c,Keelung City,sale,2017,4,2017-04,422,46998,48728
city,c,Keelung City,sale,2017,5,2017-05,382,41976,43521
city,c,Keelung City,sale,2017,6,2017-06,438,47489,49237
city,c,Keelung City,sale,2017,7,2017-07,449,47205,48942
city,c,Keelung City,sale,2017,8,2017-08,415,46866,48591
city,c,Keelung City,sale,2017,9,2017-09,386,45152,46814
city,c,Keelung City,sale,2017,10,2017-10,484,49874,51710
city,c,Keelung City,sale,2017,11,2017-11,438,41672,43206
city,c,Keelung City,sale,2017,12,2017-12,406,43414,45012
city,c,Keelung City,sale,2018,1,2018-01,415,43983,44995
city,c,Keelung City,sale,2018,2,2018-02,197,45485,46532
city,c,Keelung City,sale,2018,3,2018-03,374,43528,44530
city,c,Keelung City,sale,2018,4,2018-04,391,41187,42135
city,c,Keelung City,sale,2018,5,2018-05,395,40693,41630
city,c,Keelung City,sale,2018,6,2018-06,406,43550,44552
city,c,Keelung City,sale,2018,7,2018-07,392,44642,45670
city,c,Keelung City,sale,2018,8,2018-08,397,44622,45649
city,c,Keelung City,sale,2018,9,2018-09,325,42378,43353
city,c,Keelung City,sale,2018,10,2018-10,393,42336,43310
city,c,Keelung City,sale,2018,11,2018-11,300,41280,42230
city,c,Keelung City,sale,2018,12,2018-12,352,42284,43257
city,c,Keelung City,sale,2019,1,2019-01,297,41874,42598
city,c,Keelung City,sale,2019,2,2019-02,232,43320,44069
city,c,Keelung City,sale,2019,3,2019-03,426,43362,44112
city,c,Keelung City,sale,2019,4,2019-04,400,44876,45652
city,c,Keelung City,sale,2019,5,2019-05,421,45966,46761
city,c,Keelung City,sale,2019,6,2019-06,426,46872,47683
city,c,Keelung City,sale,2019,7,2019-07,503,46387,47189
city,c,Keelung City,sale,2019,8,2019-08,395,44662,45434
city,c,Keelung City,sale,2019,9,2019-09,414,45351,46135
city,c,Keelung City,sale,2019,10,2019-10,427,47249,48066
city,c,Keelung City,sale,2019,11,2019-11,396,45120,45900
city,c,Keelung City,sale,2019,12,2019-12,408,46158,46956
city,c,Keelung City,sale,2020,1,2020-01,248,44553,45430
city,c,Keelung City,sale,2020,2,2020-02,318,45257,46148
city,c,Keelung City,sale,2020,3,2020-03,373,42996,43842
city,c,Keelung City,sale,2020,4,2020-04,337,42479,43315
city,c,Keelung City,sale,2020,5,2020-05,443,43220,44071
city,c,Keelung City,sale,2020,6,2020-06,414,44478,45353
city,c,Keelung City,sale,2020,7,2020-07,543,46529,47445
city,c,Keelung City,sale,2020,8,2020-08,455,48504,49459
city,c,Keelung City,sale,2020,9,2020-09,422,46607,47524
city,c,Keelung City,sale,2020,10,2020-10,481,51063,52068
city,c,Keelung City,sale,2020,11,2020-11,475,45866,46769
city,c,Keelung City,sale,2020,12,2020-12,432,47762,48702
city,c,Keelung City,sale,2021,1,2021-01,362,48168,48168
city,c,Keelung City,sale,2021,2,2021-02,258,45992,45992
city,c,Keelung City,sale,2021,3,2021-03,476,46787,46787
city,c,Keelung City,sale,2021,4,2021-04,438,47961,47961
city,c,Keelung City,sale,2021,5,2021-05,392,46806,46806
city,c,Keelung City,sale,2021,6,2021-06,231,47045,47045
city,c,Keelung City,sale,2021,7,2021-07,366,47590,47590
city,c,Keelung City,sale,2021,8,2021-08,420,47518,47518
city,c,Keelung City,sale,2021,9,2021-09,551,54674,54674
city,c,Keelung City,sale,2021,10,2021-10,671,60197,60197
city,c,Keelung City,sale,2021,11,2021-11,543,56689,56689
city,c,Keelung City,sale,2021,12,2021-12,575,60517,60517
city,c,Keelung City,sale,2022,1,2022-01,420,56212,54601
city,c,Keelung City,sale,2022,2,2022-02,329,59567,57860
city,c,Keelung City,sale,2022,3,2022-03,692,57968,56307
city,c,Keelung City,sale,2022,4,2022-04,515,59341,57641
city,c,Keelung City,sale,2022,5,2022-05,313,52856,51341
city,c,Keelung City,sale,2022,6,2022-06,362,52881,51366
city,c,Keelung City,sale,2022,7,2022-07,433,56090,54483
city,c,Keelung City,sale,2022,8,2022-08,439,55078,53500
city,c,Keelung City,sale,2022,9,2022-09,421,57070,55435
city,c,Keelung City,sale,2022,10,2022-10,421,59540,57834
city,c,Keelung City,sale,2022,11,2022-11,326,52751,51239
city,c,Keelung City,sale,2022,12,2022-12,375,55138,53558
city,c,Keelung City,sale,2023,1,2023-01,209,59950,56808
city,c,Keelung City,sale,2023,2,2023-02,297,54848,51974
city,c,Keelung City,sale,2023,3,2023-03,508,56842,53863
city,c,Keelung City,sale,2023,4,2023-04,450,58257,55204
city,c,Keelung City,sale,2023,5,2023-05,475,57191,54194
city,c,Keelung City,sale,2023,6,2023-06,419,62511,59235
city,c,Keelung City,sale,2023,7,2023-07,472,59395,56283
city,c,Keelung City,sale,2023,8,2023-08,473,62820,59528
city,c,Keelung City,sale,2023,9,2023-09,427,62571,59292
city,c,Keelung City,sale,2023,10,2023-10,477,58102,55057
city,c,Keelung City,sale,2023,11,2023-11,414,60030,56884
city,c,Keelung City,sale,2023,12,2023-12,436,59908,56769
city,c,Keelung City,sale,2024,1,2024-01,410,60721,56301
city,c,Keelung City,sale,2024,2,2024-02,257,62691,58128
city,c,Keelung City,sale,2024,3,2024-03,493,59830,55475
city,c,Keelung City,sale,2024,4,2024-04,425,60925,56490
city,c,Keelung City,sale,2024,5,2024-05,550,60450,56050
city,c,Keelung City,sale,2024,6,2024-06,442,64669,59962
city,c,Keelung City,sale,2024,7,2024-07,444,62888,58311
city,c,Keelung City,sale,2024,8,2024-08,328,65296,60543
city,c,Keelung City,sale,2024,9,2024-09,331,59842,55486
city,c,Keelung City,sale,2024,10,2024-10,240,60027,55658
city,c,Keelung City,sale,2024,11,2024-11,269,58555,54293
city,c,Keelung City,sale,2024,12,2024-12,299,62519,57968
city,c,Keelung City,sale,2025,1,2025-01,189,55772,50693
city,c,Keelung City,sale,2025,2,2025-02,234,62134,56475
city,c,Keelung City,sale,2025,3,2025-03,328,61116,55550
city,c,Keelung City,sale,2025,4,2025-04,271,57078,51880
city,c,Keelung City,sale,2025,5,2025-05,271,59814,54366
city,c,Keelung City,sale,2025,6,2025-06,251,60994,55439
city,c,Keelung City,sale,2025,7,2025-07,260,54636,49660
city,c,Keelung City,sale,2025,8,2025-08,227,58906,53541
city,c,Keelung City,sale,2025,9,2025-09,200,57269,52053
city,c,Keelung City,sale,2025,10,2025-10,252,63000,57262
city,c,Keelung City,sale,2025,11,2025-11,197,62195,56531
city,c,Keelung City,sale,2025,12,2025-12,250,61546,55941
city,c,Keelung City,sale,2026,1,2026-01,235,58939,52671
city,c,Keelung City,sale,2026,2,2026-02,128,59360,53047
city,c,Keelung City,sale,2026,3,2026-03,221,57426,51319
city,c,Keelung City,sale,2026,4,2026-04,143,61345,54821
city,d,Tainan City,sale,2012,1,2012-01,29,33083,35581
city,d,Tainan City,sale,2012,2,2012-02,50,34945,37583
city,d,Tainan City,sale,2012,3,2012-03,60,31825,34228
city,d,Tainan City,sale,2012,4,2012-04,62,37320,40138
city,d,Tainan City,sale,2012,5,2012-05,35,40223,43260
city,d,Tainan City,sale,2012,6,2012-06,167,69242,74470
city,d,Tainan City,sale,2012,7,2012-07,645,31895,34303
city,d,Tainan City,sale,2012,8,2012-08,1147,28925,31109
city,d,Tainan City,sale,2012,9,2012-09,1275,31228,33586
city,d,Tainan City,sale,2012,10,2012-10,1666,31091,33438
city,d,Tainan City,sale,2012,11,2012-11,1830,26070,28038
city,d,Tainan City,sale,2012,12,2012-12,1977,33513,36043
city,d,Tainan City,sale,2013,1,2013-01,1485,30408,32446
city,d,Tainan City,sale,2013,2,2013-02,1121,30695,32752
city,d,Tainan City,sale,2013,3,2013-03,2113,32236,34396
city,d,Tainan City,sale,2013,4,2013-04,1929,33790,36054
city,d,Tainan City,sale,2013,5,2013-05,1876,33042,35256
city,d,Tainan City,sale,2013,6,2013-06,1888,34134,36421
city,d,Tainan City,sale,2013,7,2013-07,1684,33181,35404
city,d,Tainan City,sale,2013,8,2013-08,1490,34416,36722
city,d,Tainan City,sale,2013,9,2013-09,1566,32832,35032
city,d,Tainan City,sale,2013,10,2013-10,1643,33481,35724
city,d,Tainan City,sale,2013,11,2013-11,1806,34789,37120
city,d,Tainan City,sale,2013,12,2013-12,2217,36063,38480
city,d,Tainan City,sale,2014,1,2014-01,1019,32958,34751
city,d,Tainan City,sale,2014,2,2014-02,1167,34178,36038
city,d,Tainan City,sale,2014,3,2014-03,1758,34730,36620
city,d,Tainan City,sale,2014,4,2014-04,1718,36700,38697
city,d,Tainan City,sale,2014,5,2014-05,1686,36443,38426
city,d,Tainan City,sale,2014,6,2014-06,1719,37126,39146
city,d,Tainan City,sale,2014,7,2014-07,1562,37574,39618
city,d,Tainan City,sale,2014,8,2014-08,1313,38591,40691
city,d,Tainan City,sale,2014,9,2014-09,1563,36870,38876
city,d,Tainan City,sale,2014,10,2014-10,1452,36836,38840
city,d,Tainan City,sale,2014,11,2014-11,1450,37821,39879
city,d,Tainan City,sale,2014,12,2014-12,2112,39945,42118
city,d,Tainan City,sale,2015,1,2015-01,1283,37736,39911
city,d,Tainan City,sale,2015,2,2015-02,843,37940,40127
city,d,Tainan City,sale,2015,3,2015-03,1533,39478,41754
city,d,Tainan City,sale,2015,4,2015-04,1470,37966,40154
city,d,Tainan City,sale,2015,5,2015-05,1413,39100,41354
city,d,Tainan City,sale,2015,6,2015-06,1422,38188,40389
city,d,Tainan City,sale,2015,7,2015-07,1377,38288,40495
city,d,Tainan City,sale,2015,8,2015-08,1160,38881,41122
city,d,Tainan City,sale,2015,9,2015-09,1242,41226,43602
city,d,Tainan City,sale,2015,10,2015-10,1390,40267,42588
